category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	fdr
GO_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	1.0	0.7853352696017014	0	111	1.0
GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	1.0	0.9316502651405463	0	32	1.0
GO_NEGATIVE_REGULATION_OF_DNA_REPAIR	1.0	0.9319985350335059	0	33	1.0
GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION	1.0	0.9286058805236312	0	34	1.0
GO_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	1.0	0.9864522153762908	0	6	1.0
GO_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	1.0	0.9637337470247321	0	17	1.0
GO_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	1.0	0.9850255450500134	0	7	1.0
GO_NEGATIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	1.0	0.9454278960590481	0	25	1.0
GO_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	1.0	0.906485784307104	0	50	1.0
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION	1.0	0.9840354163756996	0	8	1.0
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.9576215626423419	0	20	1.0
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.0	0.9760058806363726	0	11	1.0
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	1.0	0.9375375353971285	0	33	1.0
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	1.0	0.9888770916737901	0	7	1.0
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	1.0	0.9769106246924676	0	13	1.0
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	1.0	0.8957854097503022	0	76	1.0
GO_NEGATIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	1.0	0.9715592833313579	0	14	1.0
GO_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	1.0	0.9698158612917905	0	14	1.0
GO_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	1.0	0.9634902818254735	0	18	1.0
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1.0	0.9129979369500775	0	46	1.0
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	1.0	0.9100429232482179	0	49	1.0
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1.0	0.989639239454288	0	5	1.0
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	1.0	0.8314326635728957	0	114	1.0
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	1.0	0.7365915302775256	0	167	1.0
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	1.0	0.9875898203932781	0	6	1.0
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.0	0.939871360801789	0	31	1.0
GO_NEGATIVE_REGULATION_OF_ERAD_PATHWAY	1.0	0.972443275735587	0	13	1.0
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	1.0	0.8916196490266076	0	53	1.0
GO_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	1.0	0.8562301906099721	0	75	1.0
GO_NEGATIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	1.0	0.9778246658596642	0	10	1.0
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	1.0	0.9822734769736928	0	8	1.0
GO_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1.0	0.9765054116214419	0	11	1.0
GO_NEGATIVE_REGULATION_OF_EXOCYTOSIS	1.0	0.9316485998096621	0	32	1.0
GO_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	1.0	0.9909049761903751	0	5	1.0
GO_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	1.0	0.9737674547945998	0	14	1.0
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.7995876020480176	0	104	1.0
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	1.0	0.9217054292061072	0	39	1.0
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	1.0	0.9030662087515855	0	49	1.0
GO_NEGATIVE_REGULATION_OF_FAT_CELL_PROLIFERATION	1.0	0.9886676098891493	0	5	1.0
GO_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.0	0.96316557362788	0	22	1.0
GO_NEGATIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	1.0	0.9823392827216381	0	8	1.0
GO_NEGATIVE_REGULATION_OF_FEEDING_BEHAVIOR	1.0	0.9847870208911431	0	9	1.0
GO_NEGATIVE_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT	1.0	0.9892182865407375	0	5	1.0
GO_NEGATIVE_REGULATION_OF_FERTILIZATION	1.0	0.9886474831895088	0	6	1.0
GO_NEGATIVE_REGULATION_OF_FIBRINOLYSIS	1.0	0.9788530798250986	0	10	1.0
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	1.0	0.9826916436759326	0	9	1.0
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9596518829479508	0	22	1.0
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_MIGRATION	1.0	0.984646006403914	0	7	1.0
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	1.0	0.9393187146932477	0	30	1.0
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.0	0.8970146754873203	0	52	1.0
GO_NEGATIVE_REGULATION_OF_GASTRIC_ACID_SECRETION	1.0	0.9888742232821914	0	7	1.0
GO_NEGATIVE_REGULATION_OF_GASTRULATION	1.0	0.9870569159224419	0	6	1.0
GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	1.0	0.8315531116938186	0	84	1.0
GO_NEGATIVE_REGULATION_OF_GENE_SILENCING	1.0	0.9422873247615151	0	27	1.0
GO_NEGATIVE_REGULATION_OF_GENE_SILENCING_BY_MIRNA	1.0	0.9667380723897016	0	15	1.0
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	1.0	0.9827592263512945	0	8	1.0
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	1.0	0.9474321163546517	0	27	1.0
GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	1.0	0.9691228825501436	0	15	1.0
GO_NEGATIVE_REGULATION_OF_GLIOGENESIS	1.0	0.9167737925648198	0	43	1.0
GO_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS	1.0	0.9885734575348619	0	5	1.0
GO_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9863693089027146	0	6	1.0
GO_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS	1.0	0.9619639857627675	0	18	1.0
GO_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	1.0	0.971082867600586	0	16	1.0
GO_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	1.0	0.9612700990600874	0	21	1.0
GO_NEGATIVE_REGULATION_OF_GLUTAMATE_SECRETION	1.0	0.9889742083519296	0	5	1.0
GO_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	1.0	0.9856024616063246	0	7	1.0
GO_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	1.0	0.9724675129444861	0	13	1.0
GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	1.0	0.9706390718391495	0	15	1.0
GO_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	1.0	0.9656680456548465	0	18	1.0
GO_NEGATIVE_REGULATION_OF_GONAD_DEVELOPMENT	1.0	0.9869530352770886	0	6	1.0
GO_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	1.0	0.9855080290596958	0	7	1.0
GO_NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	1.0	0.9823743681071152	0	8	1.0
GO_NEGATIVE_REGULATION_OF_GROWTH	1.0	0.5953423238489319	0	245	1.0
GO_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	1.0	0.8996861653699392	0	49	1.0
GO_NEGATIVE_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	1.0	0.9890112247659435	0	5	1.0
GO_NEGATIVE_REGULATION_OF_HAIR_CYCLE	1.0	0.9893787497651891	0	5	1.0
GO_NEGATIVE_REGULATION_OF_HEART_CONTRACTION	1.0	0.9484854532735039	0	28	1.0
GO_NEGATIVE_REGULATION_OF_HEART_RATE	1.0	0.9789338015556671	0	12	1.0
GO_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY	1.0	0.9891950224164715	0	5	1.0
GO_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	1.0	0.982805145624432	0	8	1.0
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS	1.0	0.7430737340100401	0	143	1.0
GO_NEGATIVE_REGULATION_OF_HEXOKINASE_ACTIVITY	1.0	0.9893239094767904	0	5	1.0
GO_NEGATIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1.0	0.9895642260631763	0	5	1.0
GO_NEGATIVE_REGULATION_OF_HIPPO_SIGNALING	1.0	0.9814787483380111	0	8	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION	1.0	0.9678209958509162	0	15	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_DEACETYLATION	1.0	0.9865580799594733	0	7	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K27_METHYLATION	1.0	0.9931982299949221	0	3	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION	1.0	0.9908767823710788	0	4	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	1.0	0.9757346364792695	0	11	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION	1.0	0.98942776494913	0	5	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	1.0	0.9896698777182631	0	5	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	1.0	0.9600789954343859	0	18	1.0
GO_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	1.0	0.9157817776201884	0	40	1.0
GO_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	1.0	0.9670708056355659	0	15	1.0
GO_NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS	1.0	0.9764156908585185	0	11	1.0
GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	1.0	0.8808014943775153	0	60	1.0
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	1.0	0.9742484743778799	0	12	1.0
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	1.0	0.9872880578925113	0	6	1.0
GO_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	1.0	0.987912694677899	0	7	1.0
GO_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.9892804737820233	0	5	1.0
GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	1.0	0.9024183141515418	0	50	1.0
GO_NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION	1.0	0.9892810136417732	0	5	1.0
GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.0	0.7751534186582929	0	120	1.0
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	1.0	0.7247654608598832	0	157	1.0
GO_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	1.0	0.9735541334528564	0	12	1.0
GO_NEGATIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	1.0	0.9752145913170942	0	11	1.0
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	1.0	0.7295581332169881	0	176	1.0
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1.0	0.9713899219373673	0	18	1.0
GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	1.0	0.8827839714552935	0	60	1.0
GO_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9840729388687017	0	9	1.0
GO_NEGATIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS	1.0	0.9837752891969876	0	8	1.0
GO_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION	1.0	0.9871569160283351	0	6	1.0
GO_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	1.0	0.9689678657937957	0	15	1.0
GO_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	1.0	0.9294447354784566	0	36	1.0
GO_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_SECRETION	1.0	0.9917790453002252	0	5	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_BIOSYNTHETIC_PROCESS	1.0	0.9959281080077309	0	5	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_SECRETION	1.0	0.974160069610323	0	15	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BIOSYNTHETIC_PROCESS	1.0	0.9942737900076833	0	7	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	1.0	0.990017184784637	0	5	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	1.0	0.9330861268379443	0	41	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_SECRETION	1.0	0.9680256034781232	0	18	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	1.0	0.9623936447152399	0	18	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	1.0	0.965707896096529	0	16	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION	1.0	0.9872888912480391	0	7	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION	1.0	0.9684401778852771	0	18	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS	1.0	0.989623190548887	0	5	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	1.0	0.9512873364910523	0	23	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	1.0	0.9876936662434807	0	6	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	1.0	0.9867771054093998	0	7	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS	1.0	0.9865483851858406	0	9	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	1.0	0.9899162741017898	0	11	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	1.0	0.8983966065900376	0	61	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION	1.0	0.9702376992866664	0	20	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_BIOSYNTHETIC_PROCESS	1.0	0.9896298811029525	0	7	1.0
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_SECRETION	1.0	0.9838124520057469	0	9	1.0
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9709550734914983	0	13	1.0
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1.0	0.32335800004503434	0	538	1.0
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	1.0	0.9237726448305718	0	35	1.0
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	1.0	0.8785935813067912	0	62	1.0
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.8169327896453179	0	97	1.0
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	1.0	0.9557234996747943	0	22	1.0
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	1.0	0.9389367467522036	0	30	1.0
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	1.0	0.9892756162598828	0	5	1.0
GO_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1.0	0.8073673602380149	0	107	1.0
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	1.0	0.7198418478971119	0	161	1.0
GO_NEGATIVE_REGULATION_OF_ISOTYPE_SWITCHING	1.0	0.9889342709919379	0	5	1.0
GO_NEGATIVE_REGULATION_OF_JNK_CASCADE	1.0	0.9203444987528532	0	39	1.0
GO_NEGATIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	1.0	0.9691483134943057	0	16	1.0
GO_NEGATIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	1.0	0.9837605902100163	0	8	1.0
GO_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	1.0	0.9699755264245944	0	15	1.0
GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	1.0	0.9652006468787141	0	17	1.0
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	1.0	0.5867406603952464	0	255	1.0
GO_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	1.0	0.9906761242615171	0	6	1.0
GO_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	1.0	0.986081934527851	0	8	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	1.0	0.9857845687746465	0	11	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.0	0.9044062107286428	0	49	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	1.0	0.965829647689688	0	18	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	1.0	0.97472999031661	0	12	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	1.0	0.806526120265827	0	104	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	1.0	0.962458209752699	0	18	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.0	0.901686835490274	0	49	1.0
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	1.0	0.9101121263932059	0	47	1.0
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	1.0	0.8924304104284679	0	58	1.0
GO_NEGATIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	1.0	0.9871273821297174	0	7	1.0
GO_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION	1.0	0.8996086079687551	0	63	1.0
GO_NEGATIVE_REGULATION_OF_LIPID_STORAGE	1.0	0.9583395539899224	0	20	1.0
GO_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	1.0	0.9304736912463325	0	47	1.0
GO_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	1.0	0.9757753684014207	0	13	1.0
GO_NEGATIVE_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	1.0	0.9880204644386401	0	7	1.0
GO_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	1.0	0.9759519343635397	0	19	1.0
GO_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	1.0	0.9741331494619624	0	13	1.0
GO_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	1.0	0.9826149665936161	0	14	1.0
GO_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	1.0	0.9383071607767506	0	31	1.0
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	1.0	0.938379655157131	0	31	1.0
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	1.0	0.8933335126334687	0	55	1.0
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	1.0	0.9212277690884993	0	39	1.0
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	1.0	0.96865860178057	0	15	1.0
GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	1.0	0.9311563409479804	0	32	1.0
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	1.0	0.9657607567165887	0	16	1.0
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	1.0	0.9877887227166385	0	6	1.0
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	1.0	0.9866457831676669	0	7	1.0
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	1.0	0.9890346508538812	0	5	1.0
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	1.0	0.9714426965231928	0	13	1.0
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	1.0	0.9852443546737251	0	7	1.0
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION	1.0	0.9785235097174197	0	12	1.0
GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	1.0	0.8477065668505265	0	79	1.0
GO_NEGATIVE_REGULATION_OF_MAPK_CASCADE	1.0	0.6822300595468128	0	185	1.0
GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1.0	0.9748509641789842	0	12	1.0
GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1.0	0.9828696368586863	0	8	1.0
GO_NEGATIVE_REGULATION_OF_MAST_CELL_DEGRANULATION	1.0	0.9875881685823491	0	6	1.0
GO_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	1.0	0.9901988170313591	0	9	1.0
GO_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	1.0	0.9927773389233541	0	4	1.0
GO_NEGATIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	1.0	0.9667372006642198	0	16	1.0
GO_NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	1.0	0.976837535677155	0	11	1.0
GO_NEGATIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	1.0	0.9834538945245004	0	8	1.0
GO_NEGATIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	1.0	0.9846570907938165	0	8	1.0
GO_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL	1.0	0.9725131467062029	0	15	1.0
GO_NEGATIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	1.0	0.9830404839406509	0	8	1.0
GO_NEGATIVE_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1.0	0.9937051674260878	0	6	1.0
GO_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	1.0	0.9786226512936326	0	10	1.0
GO_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	1.0	0.9825637396637494	0	8	1.0
GO_NEGATIVE_REGULATION_OF_MESODERM_DEVELOPMENT	1.0	0.985710225115692	0	7	1.0
GO_NEGATIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	1.0	0.9860133961492138	0	10	1.0
GO_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	1.0	0.978027623727582	0	15	1.0
GO_NEGATIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT	1.0	0.9806607030006013	0	9	1.0
GO_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	1.0	0.9233941203823519	0	37	1.0
GO_NEGATIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	1.0	0.9900265546923204	0	5	1.0
GO_NEGATIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	1.0	0.984927879490062	0	7	1.0
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	1.0	0.9713044769113902	0	13	1.0
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	1.0	0.9212981499500752	0	36	1.0
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_FUSION	1.0	0.9848105216435763	0	7	1.0
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	1.0	0.9893579425393757	0	6	1.0
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.9812366489222545	0	9	1.0
GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	1.0	0.889061671782029	0	55	1.0
GO_NEGATIVE_REGULATION_OF_MITOPHAGY	1.0	0.984066131884173	0	7	1.0
